subject,predicate,object,source,paper_id,chunk_id
PrimeTime IDT,detects,CHD2-CHMP1A fusion,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221
nested PCR,amplifies,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221
FusionMiner,processes,BLAST analyses,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221
FusionMiner,identifies,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221
growth regulatory chimeras,are expressed in,tumor and normal tissue transcriptomes,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221
long-sequence-read cDNA library,is obtained from,"ovary, prostate, breast, colon, lung",Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0221
FusionMiner,identifies,mRNA chimeras,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222
breast chimeras,are validated by,RT-PCR and functional assays,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222
chimeric mRNA,is expressed in,breast cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222
chimeric mRNA,is expressed in,ovarian cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222
PRKAA-TTC33 chimera,is expressed in,breast cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222
PRKAA-TTC33 chimera,is expressed in,ovarian cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0222
URB1-C21ORF45,is expressed in,breast cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223
CHD2-CHMP1A,is expressed in,breast cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223
siRNA targeting chimeras,causes,MCF-7 cell growth blockade,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223
PRKAA-TTC33,is expressed in,MCF-7 cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223
SAMM50-PARVB,is expressed in,MCF-7 cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223
chimeras,are detected in,breast and ovarian cancer cell lines,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0223
CHD2,encodes,chromodomain helicase DNA-binding protein 2,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224
CHMP1A,encodes,chromatin-modifying protein 1A,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224
CTBS,encodes,chitobiase,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224
GNG5,encodes,guanine-nucleotide binding proteins,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224
PRKAA1,encodes,5′-AMP–activated protein kinase catalytic subunit α-1,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224
PRKAA1,regulates,fatty acid and cholesterol synthesis,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0224
PRKAA1,regulates,fatty acid synthesis,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225
PRKAA1,regulates,cholesterol synthesis,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225
SAMM50,is part of,SAM complex,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225
SAM complex,integrates,β-barrel proteins,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225
β-Parvin,regulates,integrin-linked kinase,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225
Npa1p,is part of,pre-60S ribosomal particles,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0225
siRNA,downregulated,mRNA chimera levels,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226
5′ and 3′ chimeric partners,remained unaffected by,siRNA targeting the chimera junction regions,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226
CHD2-CHMP1A,is expressed in,HBL-100 breast cancer cell line,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226
PRKAA1-TTC33,is expressed in,primary tumors,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226
CHD2-CHMP1A down-regulation,causes,growth inhibition in HBL-100 cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226
shutdown of PRKAA-TTC33 and SAMM50-PARVB,causes,growth blockade in MCF-7 cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0226
CHD2-CHMP1A,causes,growth blockade,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227
PRKAA-TTC33,inhibits,MCF-7 cell growth,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227
SAMM50-PARVB,inhibits,MCF-7 cell growth,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227
URB1-C21ORF45 chimera,is expressed in,SKOV-3 and HBL-100 cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227
URB1-C21ORF45 chimera,is associated with,growth inhibition,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227
CTBS-GNG5 chimera,inhibits,OVCAR-3 and IGROV-1 cell growth,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0227
CTBS-GNG5 chimera,retains,N-terminal chitobiase,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0228,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0228
CTBS-GNG5 chimera,binds,Gβ partner,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0228,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0228
