subject,predicate,object,source,paper_id,chunk_id
TERT-LPCAT1 fusion protein,is expressed in,nucleus,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0189,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0189
TERT,is expressed in,ovarian and uterine tissues,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0189,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0189
LPCAT1-TERT fusion,regulates,cell growth,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0189,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0189
LPCAT1-TERT fusions,is associated with,epithelioid trophoblastic tumor,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0190,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0190
LPCAT1-TERT fusions,regulates,cell growth,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0190,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0190
LPCAT1-TERT fusions,is recurrent in,epithelioid trophoblastic tumor,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0190,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0190
LPCAT1-TERT fusions,is associated with,epithelioid trophoblastic tumor,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191
LPCAT1-TERT fusions,regulates,cell growth,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191
epithelioid trophoblastic tumor,is a type of,neoplasm,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191
epithelioid trophoblastic tumor,is not detected by,choriocarcinoma,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191
epithelioid trophoblastic tumor,is not detected by,placental site trophoblastic tumor,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0191
LPCAT1-TERT fusions,is associated with,epithelioid trophoblastic tumor,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192
LPCAT1-TERT fusions,regulates,cell growth,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192
TERT,inhibits,cancer,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192
lyso-phosphatidylcholine acyltransferase,is expressed in,alveolar type II cells,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192
placental site trophoblastic tumor,is a type of,trophoblastic tumor,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0192
Lysophosphatidylcholine Acyltransferases 1 and 2,causes,phosphatidylcholine,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193
Kennedy Pathway and the Lands Cycle,regulates,cellular triacylglycerol storage,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193
LPCAT1,treats,brain metastasis of lung adenocarcinoma,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193
LPCAT1,activates,PI3K/AKT/MYC pathway,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193
Oncogene amplification,is a target for,membrane lipid remodeling,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193
TopHat 2.0.6,provides,accurate alignment of transcriptomes,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0193
TopHat 2.0.6,uses,alignment of transcriptomes,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194
Bowtie,uses,alignment of short sequencing reads,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194
HTSeq,interacts with,high-throughput sequencing data,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194
BEDTools,is a type of,Genome Feature Analysis tool,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194
DESeq2,evaluates,fold change and dispersion for RNA-seq data,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194
TopHat-Fusion,detects,novel fusion transcripts,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0194
TumorFusions,is a type of,cancer-associated transcript fusion resource,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0195,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0195
TERT promoter mutations,is associated with,progressive/higher-grade meningiomas,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0195,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0195
APC-TERT chimeric transcripts,identifies,RNA-seq,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0195,LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021),LPCAT1-TERT fusions are uniquely recurrent in epithelioid trophoblastic tumors and positively regulate cell growth (2021)_chunk0195
